,50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,50aa204f-5d65-4145-8597-5d5628fb7898,1,,,,3943043,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain,772,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 11748, 'name': 'Unai Simón Mendibil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 22128, 'name': 'Robin Aime Robert Le Normand'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 17620, 'name': 'Marc Cucurella Saseta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6765, 'name': 'Rodrigo Hernández Cascante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 6655, 'name': 'Fabián Ruiz Peña'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 316046, 'name': 'Lamine Yamal Nasraoui Ebana'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 16532, 'name': 'Daniel Olmo Carvajal'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 68574, 'name': 'Nicholas Williams Arthuer'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Spain,772,00:00:00.000,Starting XI,
1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a279cbee-9ab3-4cfb-9c51-27cacc1bf2a2,2,,,,3943043,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain,772,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 34526, 'name': 'Marc Guehi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3382, 'name': 'Luke Shaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 99174, 'name': 'Kobbie Mainoo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 4354, 'name': 'Phil Foden'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",England,768,00:00:00.000,Starting XI,
2,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d2126e70-9f04-4bb7-ba2b-9377836d1757,3,,,,3943043,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain,772,['54d78bfa-4146-42bd-acdc-97bcd393dd81'],0,,,,,,,,,,,,,,,,,,England,768,00:00:00.000,Half Start,
3,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,54d78bfa-4146-42bd-acdc-97bcd393dd81,4,,,,3943043,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Spain,772,['d2126e70-9f04-4bb7-ba2b-9377836d1757'],0,,,,,,,,,,,,,,,,,,Spain,772,00:00:00.000,Half Start,
4,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7230470a-8ceb-4eb8-a66f-d72a2afb12d6,1706,,,,3943043,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,79,Spain,772,['cb9ba06c-a673-448d-ab21-755d330fcadc'],0,,,,,,,,,,,,,,,,,,England,768,00:00:00.000,Half Start,
5,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cb9ba06c-a673-448d-ab21-755d330fcadc,1707,,,,3943043,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,79,Spain,772,['7230470a-8ceb-4eb8-a66f-d72a2afb12d6'],0,,,,,,,,,,,,,,,,,,Spain,772,00:00:00.000,Half Start,
6,,,,,,,,,,,,,,,,,,,2.529454,,,,,,,,,,,,152820f0-6ca9-4df3-943b-a67d568ff472,5,,,"[60.0, 40.0]",3943043,0,,,,-3.1069245,,Right Foot,,,"[25.4, 38.8]",,Ground Pass,,34.620804,,,,Jordan Pickford,3468.0,,,,,Kick Off,1,From Kick Off,Kobbie Mainoo,99174.0,Right Defensive Midfield,2,England,768,['d64668c7-747c-4a7d-912c-e1c3ff357a67'],0,,,,,,,,,,,,,,,,,,England,768,00:00:00.340,Pass,
7,,,,,,,,,,,,,,,,,,,5.137795,,,,,,,,,,,,237201b8-aef8-4823-b282-e82875795c07,8,,,"[28.7, 31.6]",3943043,0,,,,0.3765344,,Left Foot,,,"[120.0, 67.7]",,High Pass,,98.1779,,Out,,Bukayo Saka,22084.0,,,,,,1,From Kick Off,Jordan Pickford,3468.0,Goalkeeper,2,England,768,['c979e198-edc1-4f22-851a-26cedb6474cf'],4,,,,,,,,,,,,,,,,,,England,768,00:00:04.742,Pass,
8,,,,,,,,,,,,,,,,,,,1.217978,,,,,,,,,,,,238f44cb-0f18-4217-85b5-8cc6345278fe,10,,,"[6.9, 39.6]",3943043,0,,,,1.4464413,,Left Foot,,,"[9.1, 57.2]",,Ground Pass,,17.736967,,,,Robin Aime Robert Le Normand,22128.0,,,,,Goal Kick,1,From Goal Kick,Unai Simón Mendibil,11748.0,Goalkeeper,3,Spain,772,['00b729e2-1d98-4bc2-b763-3a8f4f7f1daf'],34,,,,,,,,,,,,,,,,,,Spain,772,00:00:34.440,Pass,
9,,,,,,,,,,,,,,,,,,,1.390837,,,,,,,,,,,,660f4d9e-9ae4-4a8c-9f44-acdbc0a04e8c,13,,,"[8.9, 57.2]",3943043,0,,,,1.0093026,,Right Foot,,,"[20.6, 75.8]",,Ground Pass,,21.973848,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,From Goal Kick,Robin Aime Robert Le Normand,22128.0,Right Center Back,3,Spain,772,['55276290-a4be-4d29-972d-a996549a9641'],36,,,,,,,,,,,,,,,,,,Spain,772,00:00:36.279,Pass,
10,,,,,,,,,,,,,,,,,,,1.076726,,,,,,,,,,,,dd8cccdf-05dc-41ca-b617-8812c416d5d2,17,,,"[28.6, 76.4]",3943043,0,,,,-0.35062835,,Right Foot,,,"[50.2, 68.5]",,Ground Pass,,22.999348,,,,Daniel Olmo Carvajal,16532.0,,,,,,1,From Goal Kick,Daniel Carvajal Ramos,5721.0,Right Back,3,Spain,772,['f43a51ca-9b72-4882-806f-49feb5e87036'],39,,,,,,,,,,,,,,,,,,Spain,772,00:00:39.436,Pass,
11,,,,,,,,,,,,,,,,,,,0.26495,,,,,,,,,,,,bd7a4187-f3ad-4f5b-a85c-e36ddeff8058,22,,,"[61.9, 67.1]",3943043,0,,,,-0.06241881,,Right Foot,,,"[65.1, 66.9]",,Ground Pass,,3.206244,,Incomplete,,Lamine Yamal Nasraoui Ebana,316046.0,,,,,Recovery,1,From Goal Kick,Álvaro Borja Morata Martín,3477.0,Center Forward,3,Spain,772,"['9a75fbce-e7ef-43ba-b1c9-94c2760d48f6', 'd1c8792a-cb29-4662-bd4c-0febb46d856d']",41,,,,,,,,,,,,,,,,,,Spain,772,00:00:41.878,Pass,
12,,,,,,,,,,,,,,,,,,,0.984324,,,,,,,,,,,,8a1f21c9-16d7-45eb-ad1e-dd92a631517d,25,,,"[72.5, 80.0]",3943043,0,,,,-1.8745308,,,,,"[70.4, 73.3]",,High Pass,,7.0213957,,,,Daniel Olmo Carvajal,16532.0,,,,,Throw-in,1,From Throw In,Daniel Carvajal Ramos,5721.0,Right Back,4,Spain,772,['461a0408-bda7-4372-b7dc-3d31c51c6d38'],56,,,,,,,,,,,,,,,,,,Spain,772,00:00:56.844,Pass,
13,,,,,,,,,,,,,,,,,,,0.469677,,,,,,,,,,,,69dc5674-0007-43c3-91ce-67b94b62c582,28,,,"[70.4, 73.3]",3943043,0,,,,1.4513674,,Right Foot,,,"[71.0, 78.3]",,Low Pass,,5.0358715,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,From Throw In,Daniel Olmo Carvajal,16532.0,Center Attacking Midfield,4,Spain,772,['8e6cd39b-364d-47ce-8104-d5e5491e5184'],58,,,,,,,,,,,,,,,,,,Spain,772,00:00:58.015,Pass,
14,,,,,,,,,,,,,,,,,,,0.523025,,,,,,,,,,,,93af9d55-11f2-40f6-b305-c5bb7384497d,35,,,"[50.3, 2.0]",3943043,0,,,,0.0,,Right Foot,,,"[55.4, 2.0]",,Ground Pass,,5.1,,,,Phil Foden,4354.0,,,,,,1,From Throw In,Jude Bellingham,30714.0,Left Wing,4,Spain,772,['12bbd60d-841b-4951-a1ce-137e6fe60c54'],59,,,,,,,,,,,,,,,,,,England,768,00:00:59.691,Pass,
15,,,,,,,,,,,,,,,,,,,0.828482,,,,,,,,,,,,2491642d-15c2-4c0d-9661-17d0d5394239,42,,,"[64.5, 77.5]",3943043,1,,,,-2.8874679,,Right Foot,,,"[56.8, 75.5]",,Ground Pass,,7.955501,,,,Rodrigo Hernández Cascante,6765.0,,,,,Recovery,1,From Throw In,Daniel Olmo Carvajal,16532.0,Center Attacking Midfield,4,Spain,772,"['049be5e3-144b-4fa0-a582-ab3d94161dac', '84f77995-f421-46d1-943b-3a5121f5e89e']",1,,,,,,,,,,,,,,,,,,Spain,772,00:01:01.961,Pass,True
16,,,,,,,,,,,,,,,,,,,1.549079,,,,,,,,,,,,ed68e1be-c311-44ec-b705-508da045fced,46,,,"[47.1, 76.6]",3943043,1,,,,-2.4935358,,Left Foot,,,"[26.1, 60.7]",,Ground Pass,,26.340273,,,,Robin Aime Robert Le Normand,22128.0,,,,,,1,From Throw In,Rodrigo Hernández Cascante,6765.0,Right Defensive Midfield,4,Spain,772,"['80c40cfd-3f85-4e89-b94e-a9b0ef8d9935', '937faae1-ffcf-41a0-bb52-3f1d7e3f7f0c']",5,,,,,,,,,,,,,,,,,,Spain,772,00:01:05.704,Pass,True
17,,,,,,,,,,,,,,,,,,,1.854941,,,,,,,,,,,,cf968bfa-cdd1-4e9b-a25c-f463f6a25c01,49,,,"[23.3, 60.1]",3943043,1,,,,-1.4161476,,Right Foot,,,"[27.4, 33.8]",,Ground Pass,,26.617662,,,,Aymeric Laporte,4353.0,,,,,,1,From Throw In,Robin Aime Robert Le Normand,22128.0,Right Center Back,4,Spain,772,['bb8e6b6c-1d7a-4f84-b951-459893d813a8'],8,,,,,,,,,,,,,,,,,,Spain,772,00:01:08.606,Pass,
18,,,,,,,,,,,,,,,,,,,1.753018,,,,,,,,,,,,264bfc53-81bc-4f0d-bb60-ba153a2851e4,52,,,"[42.2, 24.9]",3943043,1,,,,1.7825569,,Left Foot,,,"[35.6, 55.6]",,Ground Pass,,31.401434,,,,Robin Aime Robert Le Normand,22128.0,,,,,,1,From Throw In,Aymeric Laporte,4353.0,Left Center Back,4,Spain,772,['ecbdd9e3-6668-4f7a-85cd-dd24c6f73819'],15,,,,,,,,,,,,,,,,,,Spain,772,00:01:15.168,Pass,
19,,,,,,,,,,,,,,,,,,,1.926269,,,,,,,,,,,,0309656e-6fd3-4a45-b865-2b53998732ca,55,,,"[42.9, 54.1]",3943043,1,,,,-1.5500381,,Right Foot,,,"[43.5, 25.2]",,Ground Pass,,28.906227,,,,Aymeric Laporte,4353.0,,,,,,1,From Throw In,Robin Aime Robert Le Normand,22128.0,Right Center Back,4,Spain,772,['1fc6ad05-895d-4a3b-ae7d-e6549d4e76e6'],22,,,,,,,,,,,,,,,,,,Spain,772,00:01:22.894,Pass,
20,,,,,,,,,,,,,,,,,,,3.241331,,,,,,,,,,,,eec19613-a960-42a1-b290-3d3af4b9b6d6,58,,,"[61.7, 20.2]",3943043,1,,,,0.96768373,,Left Foot,,,"[97.1, 71.6]",,High Pass,,62.410896,,,,Lamine Yamal Nasraoui Ebana,316046.0,,True,,,,1,From Throw In,Aymeric Laporte,4353.0,Left Center Back,4,Spain,772,['916d55bb-2d23-413e-a972-b6d9a1cb3655'],28,,,,,,,,,,,,,,,,,,Spain,772,00:01:28.271,Pass,
21,,,,,,,,,,,,,,,,,,,1.029675,,,,,,,,,,,,5eedf289-4a3a-48cc-9b7d-5c067bc1835c,65,,,"[21.0, 20.0]",3943043,1,,,,1.4981968,,Left Foot,,,"[21.4, 25.5]",,Ground Pass,,5.5145264,,,,Declan Rice,3943.0,,,,,,1,Regular Play,Luke Shaw,3382.0,Left Back,5,England,768,['8d391ed9-8d76-4643-b2d4-416b8189d6da'],32,,,,,,,,,,,,,,,,,,England,768,00:01:32.856,Pass,
22,,,,,,,,,,,,,,,,,,,0.851442,,,,,,,,,,,,01a841b4-4a1a-4abb-91ac-62047bb63384,69,,,"[21.0, 24.9]",3943043,1,,,,-0.23974311,,Right Foot,,,"[30.0, 22.7]",,Ground Pass,,9.264988,,,,Jude Bellingham,30714.0,,,,,,1,Regular Play,Declan Rice,3943.0,Left Defensive Midfield,5,England,768,"['4356ea8f-ba14-455a-a62a-ee9abdc700c5', '60cb97ea-d2b6-4074-9d16-3447a4a685aa']",33,,,,,,,,,,,,,,,,,,England,768,00:01:33.965,Pass,True
23,,,,,,,,,,,,,,,,,,,2.158555,,,,,,,,,,,,cbaab758-636b-4b11-9080-6ba3f34154d5,72,,,"[35.5, 15.2]",3943043,1,,,,-0.71668065,,Right Foot,,,"[48.7, 3.7]",,Ground Pass,,17.506855,,,,Luke Shaw,3382.0,,,,,,1,Regular Play,Jude Bellingham,30714.0,Left Wing,5,England,768,['a3f49b07-cd8e-478f-bed7-316691df4bbf'],35,,,,,,,,,,,,,,,,,,England,768,00:01:35.849,Pass,
24,,,,,,,,,,,,,,,,,,,0.801423,,,,,,,,,,,,c12b4dfc-db12-4f4c-a5db-8234027abb4b,79,,,"[35.8, 75.1]",3943043,1,,,,-2.2455373,,Right Foot,,,"[29.4, 67.1]",,Ground Pass,,10.244999,,,,Robin Aime Robert Le Normand,22128.0,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,6,Spain,772,['f6fc6c66-efb0-4dab-ac43-7fac3724b13e'],43,,,,,,,,,,,,,,,,,,Spain,772,00:01:43.694,Pass,
25,,,,,,,,,,,,,,,,,,,1.127876,,,,,,,,,,,,d7bf20be-cb60-4abb-9b01-29f80d7d23fd,82,,,"[29.0, 67.8]",3943043,1,,,,0.9470946,,Right Foot,,,"[34.9, 76.0]",,Ground Pass,,10.10198,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,Regular Play,Robin Aime Robert Le Normand,22128.0,Right Center Back,6,Spain,772,['e59746b3-5c00-4e38-a7e8-d529722577b2'],50,,,,,,,,,,,,,,,,,,Spain,772,00:01:50.034,Pass,
26,,,,,,,,,,,,,,,,,,,1.583974,,,,,,,,,,,,cff5fec2-d04d-47d0-a5b6-5af6c33630cd,88,,,"[41.1, 80.0]",3943043,2,,,,-0.32003528,,,,,"[58.6, 74.2]",,High Pass,,18.436106,,,,Álvaro Borja Morata Martín,3477.0,,,,,Throw-in,1,From Throw In,Daniel Carvajal Ramos,5721.0,Right Back,7,Spain,772,['593eee03-8f03-477d-ac91-8fe6b917fae2'],12,,,,,,,,,,,,,,,,,,Spain,772,00:02:12.264,Pass,
27,,,,,,,,,,,,,,,,,,,2.240659,,,,,,,,,,,,4c1ea3ef-a760-42f0-8294-18e2a78b7dd0,90,,,"[58.4, 74.2]",3943043,2,,,,-0.22411212,,Head,,,"[72.0, 71.1]",,High Pass,,13.948835,,Incomplete,,Lamine Yamal Nasraoui Ebana,316046.0,,,,,,1,From Throw In,Álvaro Borja Morata Martín,3477.0,Center Forward,7,Spain,772,"['2042927e-8633-4c53-b7bf-8795ae926757', 'e7e99111-1d04-4277-bb74-5aafe28ae654']",13,,,,,,,,,,,,,,,,,,Spain,772,00:02:13.848,Pass,
28,,,,,,,,,,,,,,,,,,,1.191879,,,,,,,,,,,,2042927e-8633-4c53-b7bf-8795ae926757,93,,,"[48.1, 9.0]",3943043,2,,,,-0.09559812,,Head,,,"[55.4, 8.3]",,High Pass,,7.3334846,,,,Declan Rice,3943.0,,,,,Recovery,1,From Throw In,Marc Guehi,34526.0,Left Center Back,7,Spain,772,"['02b619d5-54fe-4bd7-ad9f-4a25dfb41e99', '4c1ea3ef-a760-42f0-8294-18e2a78b7dd0', 'd9978f05-5b91-4b20-b582-2a6f1db34e10']",16,,,,,,,,,,,,,,,,,,England,768,00:02:16.089,Pass,True
29,,,,,,,,,,,,,,,,,,,2.376076,,,,,,,,,,,,11c7481c-4526-414f-93c1-d7435bc5bab8,95,,,"[55.4, 8.3]",3943043,2,,,,0.16305554,,Right Foot,,,"[86.4, 13.4]",,High Pass,,31.416716,,Incomplete,,Jude Bellingham,30714.0,,,,,,1,From Throw In,Declan Rice,3943.0,Left Defensive Midfield,7,Spain,772,"['911ed36d-0462-41ff-8416-6573fc67b95a', 'a97bfa21-8402-4548-a651-332b975cb4fd']",17,,,,,,,,,,,,,,,,,,England,768,00:02:17.280,Pass,
30,,,,,,,,,,,,,,,,,,,3.02284,,,,,,,,,,,,2e0fce90-9777-45e6-85b2-75e2d5df8f14,100,,,"[29.2, 64.7]",3943043,2,,,,-2.4943228,,Left Foot,,,"[3.8, 45.5]",,Ground Pass,,31.840225,,,,Unai Simón Mendibil,11748.0,,,,,,1,From Throw In,Robin Aime Robert Le Normand,22128.0,Right Center Back,7,Spain,772,"['1a75fd1d-d109-42e4-b14c-d311b1936bf9', '390cec52-ae2b-4a3e-bf8d-e2a7172f66d5']",21,,,,,,,,,,,,,,,,,,Spain,772,00:02:21.003,Pass,True
31,,,,,,,,,,,,,,,,,,,1.406384,,,,,,,,,,,,9567fc2b-fccc-471e-b201-1e64a4e4dc6f,103,,,"[3.2, 46.9]",3943043,2,,,,1.2604089,,Right Foot,,,"[10.0, 68.1]",,Ground Pass,,22.263872,,,,Robin Aime Robert Le Normand,22128.0,,,,,,1,From Throw In,Unai Simón Mendibil,11748.0,Goalkeeper,7,Spain,772,['af0a436f-c7a7-4041-8eae-c717e0aaf3de'],25,,,,,,,,,,,,,,,,,,Spain,772,00:02:25.883,Pass,
32,,,,,,,,,,,,,,,,,,,1.032352,,,,,,,,,,,,f68a1e84-ff8a-4098-8284-552310d0b450,106,,,"[10.0, 68.1]",3943043,2,,,,0.593477,,Right Foot,,,"[22.6, 76.6]",,Ground Pass,,15.199013,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,From Throw In,Robin Aime Robert Le Normand,22128.0,Right Center Back,7,Spain,772,['4e9d5ab0-8d9c-408b-b5a4-886e333b239a'],28,,,,,,,,,,,,,,,,,,Spain,772,00:02:28.799,Pass,
33,,,,,,,,,,,,,,,,,,,1.017556,,,,,,,,,,,,a1e20586-3ec3-423d-94d1-d354cab0bc6f,109,,,"[22.6, 76.6]",3943043,2,,,,-2.4260805,,Right Foot,,,"[11.9, 67.3]",,Ground Pass,,14.176742,,,,Robin Aime Robert Le Normand,22128.0,,,,,,1,From Throw In,Daniel Carvajal Ramos,5721.0,Right Back,7,Spain,772,['2998ab1b-f07e-4789-a7ba-c4b36128c9cc'],30,,,,,,,,,,,,,,,,,,Spain,772,00:02:30.740,Pass,
34,,,,,,,,,,,,,,,,,,,1.405166,,,,,,,,,,,,d72760e0-0342-4cc2-abed-5f10a0be2a43,112,,,"[12.0, 63.8]",3943043,2,,,,-1.9559538,,Right Foot,,,"[3.0, 41.6]",,Ground Pass,,23.954958,,,,Unai Simón Mendibil,11748.0,,,,,,1,From Throw In,Robin Aime Robert Le Normand,22128.0,Right Center Back,7,Spain,772,['83537c81-04ed-42d8-a74c-7ff339b0a18f'],33,,,,,,,,,,,,,,,,,,Spain,772,00:02:33.050,Pass,
35,,,,,,,,,,,,,,,,,,,1.541472,,,,,,,,,,,,e23eeb9d-ef55-42a8-93c7-1b0701490a95,115,,,"[13.5, 37.3]",3943043,2,,,,1.4073733,,Right Foot,,,"[16.6, 56.1]",,Ground Pass,,19.053871,,,,Robin Aime Robert Le Normand,22128.0,,,,,,1,From Throw In,Unai Simón Mendibil,11748.0,Goalkeeper,7,Spain,772,['3aae232c-5a5b-4ed1-8a85-f55bc30dd353'],39,,,,,,,,,,,,,,,,,,Spain,772,00:02:39.386,Pass,
36,,,,,,,,,,,,,,,,,,,2.323807,,,,,,,,,,,,4f5a46bf-0006-4add-b609-01d1733df012,119,,,"[36.7, 66.0]",3943043,2,,,,-2.8144946,,Left Foot,,,"[8.7, 56.5]",,Ground Pass,,29.567719,,,,Unai Simón Mendibil,11748.0,,,,,,1,From Throw In,Robin Aime Robert Le Normand,22128.0,Right Center Back,7,Spain,772,"['8081c183-c184-4f59-ad0e-b2f934971f5b', 'b7b12349-1baa-45ba-8f94-c605749987ba']",46,,,,,,,,,,,,,,,,,,Spain,772,00:02:46.497,Pass,True
37,,,,,,,,,,,,,,,,,,,1.910361,,,,,,,,,,,,70e9c1b1-5a37-489c-9aff-4db6674e3688,122,,,"[10.2, 50.2]",3943043,2,,,,-1.0951011,,Right Foot,,,"[22.1, 27.1]",,Ground Pass,,25.984995,,,,Aymeric Laporte,4353.0,,,,,,1,From Throw In,Unai Simón Mendibil,11748.0,Goalkeeper,7,Spain,772,['934ce257-8b9c-40af-815c-0409e3e6c258'],50,,,,,,,,,,,,,,,,,,Spain,772,00:02:50.065,Pass,
38,,,,,,,,,,,,,,,,,,,1.976207,,,,,,,,,,,,c35d8bd2-ceb8-4cfb-802a-ad2cd3d92175,125,,,"[32.5, 23.7]",3943043,2,,,,1.6415998,,Left Foot,,,"[30.5, 51.9]",,Ground Pass,,28.270834,,,,Robin Aime Robert Le Normand,22128.0,,,,,,1,From Throw In,Aymeric Laporte,4353.0,Left Center Back,7,Spain,772,['f20ca7dd-4275-454b-afd1-acba3f6937a8'],55,,,,,,,,,,,,,,,,,,Spain,772,00:02:55.541,Pass,
39,,,,,,,,,,,,,,,,,,,1.64807,,,,,,,,,,,,e7387fd7-f7c6-4dfb-82ab-5b167129229e,128,,,"[33.7, 54.4]",3943043,2,,,,0.9334511,,Right Foot,,,"[51.1, 77.9]",,Ground Pass,,29.240555,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,From Throw In,Robin Aime Robert Le Normand,22128.0,Right Center Back,7,Spain,772,['388ee8ce-d3dd-4c93-a7f3-d2f246e5b8fb'],58,,,,,,,,,,,,,,,,,,Spain,772,00:02:58.860,Pass,
40,,,,,,,,,,,,,,,,,,,1.667407,,,,,,,,,,,,7995c74d-e5cb-4940-a8d3-d097501e1e30,131,,,"[54.5, 76.4]",3943043,3,,,,-0.7853982,,Right Foot,,,"[72.4, 58.5]",,Ground Pass,,25.314423,,,,Álvaro Borja Morata Martín,3477.0,,,,,,1,From Throw In,Daniel Carvajal Ramos,5721.0,Right Back,7,Spain,772,['8bd16f85-a40f-48b1-8fea-a1a8675158d9'],2,,,,,,,,,,,,,,,,,,Spain,772,00:03:02.140,Pass,
41,,,,,,,,,,,,,,,,,,,0.24199,,,,,,,,,,,,a56970c1-40b7-424a-95f2-9f9dd1449466,135,,,"[69.2, 69.5]",3943043,3,,,,0.08550529,,Right Foot,,,"[72.7, 69.8]",,Ground Pass,,3.5128336,,Incomplete,,,,,,,,,1,From Throw In,Álvaro Borja Morata Martín,3477.0,Center Forward,7,Spain,772,"['13a77c39-b92a-4ccc-bdf4-cb8411df889b', 'fc234c40-7a5a-4d86-9aeb-c2d45b4023f5']",5,,,,,,,,,,,,,,,,,,Spain,772,00:03:05.550,Pass,True
42,,,,,,,,,,,,,,,,,,,1.05491,,,,,,,,,,,,ed94be09-f215-4432-8e93-cd27acc81bae,139,,,"[50.5, 13.0]",3943043,3,,,,1.7164247,,Left Foot,,,"[49.4, 20.5]",,Ground Pass,,7.5802374,,,,Phil Foden,4354.0,,,,,Recovery,1,Regular Play,Luke Shaw,3382.0,Left Back,8,England,768,"['1c340a3d-54e2-487c-8508-50e364753061', 'db49548c-814d-4e03-951f-03485a26f30d']",7,,,,,,,,,,,,,,,,,,England,768,00:03:07.283,Pass,True
43,,,,,,,,,,,,,,,,,,,3.281775,,,,,,,,,,,,8d3897d2-4575-4097-8b9e-3ba3d9716af8,142,,,"[42.1, 20.7]",3943043,3,,,,2.616797,,Left Foot,,,"[7.9, 40.5]",,Ground Pass,,39.518097,,,,Jordan Pickford,3468.0,,,,,,1,Regular Play,Phil Foden,4354.0,Center Attacking Midfield,8,England,768,['5028b5d1-c867-47ac-9bb9-1daf64262b9b'],9,,,,,,,,,,,,,,,,,,England,768,00:03:09.844,Pass,
44,,,,,,,,,,,,,,,,,,,1.73707,,,,,,,,,,,,c0be00e1-cee8-4ab8-943d-113f2a3e6499,146,,,"[7.9, 41.6]",3943043,3,,,,1.4571154,,Left Foot,,,"[10.8, 67.0]",,Ground Pass,,25.565016,,,,Kyle Walker,3205.0,,,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,8,England,768,"['70685b8b-bf2d-405f-af2c-ccb307d265eb', 'a448009d-a553-404c-a0a6-e02eb2d2f15a']",14,,,,,,,,,,,,,,,,,,England,768,00:03:14.635,Pass,True
