,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
200,,,,,,,,,,,,,,,,,1.673759,,,,,,,,,,,,,,33df5152-37b0-4c18-be2c-62b79ba29c56,650,,"[41.2, 8.8]",3930163,14,,,,2.2900262,,Right Foot,,,"[25.7, 26.5]",Ground Pass,23.527431,,,,,Nikola Milenković,5603.0,,,,,,1,Regular Play,Strahinja Pavlović,27719.0,Left Center Back,20,Serbia,786,['c660dd04-dcea-45be-bc27-69ce20e2ae92'],28,,,,,,,,,,,,,,,,,Serbia,786,00:14:28.347,Pass,
201,,,,,,,,,,,,,,,,,3.042664,,,,,,,,,,,,,,0b12d27b-fbc7-4e4c-b214-5e3a35819b48,653,,"[20.5, 28.6]",3930163,14,,,,2.1377783,,Right Foot,,,"[4.2, 54.2]",Ground Pass,30.348806,,,,,Predrag Rajković,15731.0,,,,,,1,Regular Play,Nikola Milenković,5603.0,Center Back,20,Serbia,786,['f5982e9a-8638-4096-9156-ace05b5eb3aa'],30,,,,,,,,,,,,,,,,,Serbia,786,00:14:30.935,Pass,
202,,,,,,,,,,,,,,,,,3.649212,,,,,,,,,,,,,,0b5dfe23-ab2c-4169-bdb0-772b2617356a,657,,"[6.2, 63.4]",3930163,14,,,,-0.30462444,,Right Foot,,,"[74.9, 41.8]",High Pass,72.015625,,,Incomplete,,Dušan Vlahović,18015.0,,,,,,1,Regular Play,Predrag Rajković,15731.0,Goalkeeper,20,Serbia,786,"['542c4a2c-de13-4934-8ec5-3fbc3ff9f4a0', 'c9f815df-732a-4517-83fb-76c8b8f199c2', 'f3c3ec6f-8772-4db3-be68-487338aa758a']",35,,,,,,,,,,,,,,,,,Serbia,786,00:14:35.753,Pass,True
203,,,,,,,,,,,,,,,,,2.372707,,,,,,,,,,,,,,542c4a2c-de13-4934-8ec5-3fbc3ff9f4a0,659,,"[45.2, 38.3]",3930163,14,,,,-2.090685,,Head,,,"[36.9, 23.8]",Low Pass,16.707483,,,,,Kieran Trippier,3308.0,,,,,Recovery,1,Regular Play,John Stones,3244.0,Right Center Back,21,England,768,"['0b5dfe23-ab2c-4169-bdb0-772b2617356a', 'e43aacaf-194b-4dc8-a6c8-d8e0c9dbd70b']",39,,,,,,,,,,,,,,,,,England,768,00:14:39.402,Pass,
204,,,,,,,,,,,,,,,,,2.502501,,,,,,,,,,,,,,ce3ce513-10c1-46da-aafa-e027a09caceb,663,,"[35.9, 25.0]",3930163,14,,,,2.8353848,,Right Foot,,,"[6.8, 34.2]",Ground Pass,30.519667,,,,,Jordan Pickford,3468.0,,,,,,1,Regular Play,Kieran Trippier,3308.0,Left Back,21,England,768,['b4722d64-a9bc-4b0b-afbc-4005a4e1dba1'],41,,,,,,,,,,,,,,,,,England,768,00:14:41.828,Pass,
205,,,,,,,,,,,,,,,,,0.783097,,,,,,,,,,,,,,4cc0d2eb-4781-4b37-a858-38ef26137af0,667,,"[6.8, 34.4]",3930163,14,,,,-0.03844259,,Left Foot,,,"[22.4, 33.8]",Ground Pass,15.611534,,,,,Marc Guehi,34526.0,,,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,21,England,768,"['3f93dab5-e2b3-4d6f-81c1-d50717714da6', '4c163598-7f20-427f-85de-184095e8cba5']",44,,,,,,,,,,,,,,,,,England,768,00:14:44.538,Pass,True
206,,,,,,,,,,,,,,,,,1.226265,,,,,,,,,,,,,,cbeaf084-748b-4c7b-aa99-5ad8a10d18e2,670,,"[22.4, 33.8]",3930163,14,,,,0.7213832,,Right Foot,,,"[30.7, 41.1]",Ground Pass,11.053506,,,,,Declan Rice,3943.0,,,,,,1,Regular Play,Marc Guehi,34526.0,Left Center Back,21,England,768,['796b10cf-bad4-4250-a26c-d8c8e43badc4'],46,,,,,,,,,,,,,,,,,England,768,00:14:46.090,Pass,
207,,,,,,,,,,,,,,,,,1.274067,,,,,,,,,,,,,,60ee8491-6e12-4127-8bd2-fa20ea332078,673,,"[42.1, 35.2]",3930163,14,,,,-1.1341692,,Right Foot,,,"[44.2, 30.7]",Ground Pass,4.9658837,,,,,Jude Bellingham,30714.0,,,,,,1,Regular Play,Declan Rice,3943.0,Left Defensive Midfield,21,England,768,['f5b576b5-a770-45de-b604-261ed53cf2bc'],50,,,,,,,,,,,,,,,,,England,768,00:14:50.116,Pass,
208,,,,,,,,,,,,,,,,,1.11209,,,,,,,,,,,,,,64184158-18f6-4f74-af51-816ab55a0bdb,676,,"[44.2, 35.9]",3930163,14,,,,1.253078,,Left Foot,,,"[49.1, 50.8]",Ground Pass,15.685024,,,,,Trent Alexander-Arnold,3664.0,,,,,,1,Regular Play,Jude Bellingham,30714.0,Center Attacking Midfield,21,England,768,['023eadd3-64a2-4184-9b95-f35f60d2aab9'],53,,,,,,,,,,,,,,,,,England,768,00:14:53.183,Pass,
209,,,,,,,,,,,,,,,,,0.938036,,,,,,,,,,,,,,4a089324-c273-4d00-a5ff-37289c9168db,679,,"[58.8, 55.0]",3930163,14,,,,-1.0149255,,Right Foot,,,"[62.9, 48.4]",Ground Pass,7.7698135,,,,,Jude Bellingham,30714.0,,,,,,1,Regular Play,Trent Alexander-Arnold,3664.0,Right Defensive Midfield,21,England,768,['9e07be11-014a-4ebd-9141-168f24639778'],57,,,,,,,,,,,,,,,,,England,768,00:14:57.795,Pass,
210,,,,,,,,,,,,,,,,,1.212637,,,,,,,,,,,,,,c55aad50-60e7-4464-97f0-62b3ad56e6b9,682,,"[64.0, 61.2]",3930163,15,,,,0.5841785,,Right Foot,,,"[76.1, 69.2]",Ground Pass,14.505516,,,,,Bukayo Saka,22084.0,,,,,,1,Regular Play,Jude Bellingham,30714.0,Center Attacking Midfield,21,England,768,['7c55c987-7b9d-4414-b61d-25818912ce3e'],1,,,,,,,,,,,,,,,,,England,768,00:15:01.034,Pass,
211,,,,,,,,,,,,,,,,,0.586154,,,,,,,,,,,,,,6312ebdd-a59b-494a-aeb3-456182c865a5,686,,"[76.4, 69.5]",3930163,15,,,,3.1229033,,Left Foot,,,"[65.7, 69.7]",Ground Pass,10.701869,,,,,Jude Bellingham,30714.0,,,,,,1,Regular Play,Bukayo Saka,22084.0,Right Wing,21,England,768,"['65a645b5-89e8-41c3-9a6f-5df5abc5a2e0', '77163cd5-fc3b-40d2-bad2-ef0f78db398b']",2,,,,,,,,,,,,,,,,,England,768,00:15:02.286,Pass,True
212,,,,,,,,,,,,,,,,,1.645503,,,,,,,,,,,,,,c0da13eb-0698-406d-a785-d852a8d105ed,689,,"[69.5, 75.8]",3930163,15,,,,0.029280333,,Right Foot,,,"[93.4, 76.5]",Low Pass,23.91025,,,,,Trent Alexander-Arnold,3664.0,,,,,,1,Regular Play,Jude Bellingham,30714.0,Center Attacking Midfield,21,England,768,['1981f1c5-856d-4fc4-8ebd-015a2d3c5132'],4,,,,,,,,,,,,,,,,,England,768,00:15:04.439,Pass,
213,,,,,,,,,,,,,,,,,1.223176,,,,,,,,,,,,,,9620ab51-0922-4714-b44d-4d877243b700,692,,"[93.4, 76.5]",3930163,15,,,,-1.2068174,,Right Foot,,,"[95.8, 70.2]",High Pass,6.7416615,,,Incomplete,,Phil Foden,4354.0,,,,,,1,Regular Play,Trent Alexander-Arnold,3664.0,Right Defensive Midfield,21,England,768,"['312b5ab0-cb14-44e4-ae5f-13d477da0b54', 'a283513d-8624-4cd1-8b88-26adc6f3b772']",6,,,,,,,,,,,,,,,,,England,768,00:15:06.125,Pass,
214,,,,,,,,,,,,,,,,,1.312629,,,,,,,,,,,,,,0328cf5a-bde4-4dd8-9890-5ee4b0fe6ae8,695,,"[25.0, 18.7]",3930163,15,,,,-0.962107,,Head,,,"[31.9, 8.8]",High Pass,12.067311,,,Incomplete,,Filip Kostić,5591.0,,,,,Recovery,1,Regular Play,Nemanja Gudelj,16489.0,Left Defensive Midfield,21,England,768,"['5caf888a-96f1-4f0e-9b93-550a13ee6350', '7ac64a16-2163-4873-8844-001c734eaaa9']",8,,,,,,,,,,,,,,,,,Serbia,786,00:15:08.778,Pass,
215,,,,,,,,,,,,,,,,,0.720119,,,,,,,,,,,,,,5caf888a-96f1-4f0e-9b93-550a13ee6350,697,,"[88.2, 71.3]",3930163,15,,,,2.796037,,Right Foot,,,"[78.2, 74.9]",Ground Pass,10.628264,,,,,Jude Bellingham,30714.0,,,,,Interception,1,Regular Play,Trent Alexander-Arnold,3664.0,Right Defensive Midfield,21,England,768,"['0328cf5a-bde4-4dd8-9890-5ee4b0fe6ae8', 'cf23e9f2-8477-45f8-bbd1-4aac2bf77bbb']",10,,,,,,,,,,,,,,,,,England,768,00:15:10.090,Pass,
216,,,,,,,,,,,,,,,,,0.702846,,,,,,,,,,,,,,d9defe4f-9ceb-4df9-9aa8-3695dfcea68f,702,,"[72.6, 75.6]",3930163,15,,,,-2.394151,,Right Foot,,,"[64.4, 68.0]",Ground Pass,11.18034,,,,,Kyle Walker,3205.0,,,,,,1,Regular Play,Jude Bellingham,30714.0,Center Attacking Midfield,21,England,768,['969a4252-8f5b-42e8-87a4-a36fb3a15a14'],14,,,,,,,,,,,,,,,,,England,768,00:15:14.281,Pass,
217,,,,,,,,,,,,,,,,,0.575049,,,,,,,,,,,,,,a9877a59-a176-4db3-aeff-03c5d6b318c8,705,,"[64.7, 68.4]",3930163,15,,,,0.72297937,,Left Foot,,,"[69.8, 72.9]",Ground Pass,6.8014703,,,,,Jude Bellingham,30714.0,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,21,England,768,['bd07ec89-23a1-4556-a301-fad92fd2e291'],15,,,,,,,,,,,,,,,,,England,768,00:15:15.083,Pass,
218,,,,,,,,,,,,,,,,,1.693836,,,,,,,,,,,,,,421c360e-9d3b-4e8d-921a-0683848f920e,707,,"[67.7, 74.0]",3930163,15,,,,-2.8231425,,Right Foot,,,"[58.6, 71.0]",Ground Pass,9.581754,,,,,Kyle Walker,3205.0,,,,,,1,Regular Play,Jude Bellingham,30714.0,Center Attacking Midfield,21,England,768,['70bc72b1-e634-41b1-8655-e265b4a41a06'],15,,,,,,,,,,,,,,,,,England,768,00:15:15.474,Pass,
219,,,,,,,,,,,,,,,,,2.52644,,,,,,,,,,,,,,6d151169-ac47-4644-baee-2a9de0950c40,710,,"[57.4, 70.6]",3930163,15,,,,-1.7816086,,Right Foot,,,"[52.2, 46.3]",Ground Pass,24.850151,,,,,John Stones,3244.0,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,21,England,768,['cfb07a86-1299-4d86-8b09-4c40336b7751'],17,,,,,,,,,,,,,,,,,England,768,00:15:17.226,Pass,
220,,,,,,,,,,,,,,,,,1.165809,,,,,,,,,,,,,,7bde2d0b-6e04-4b05-9912-7f07edbc3840,713,,"[55.6, 39.0]",3930163,15,,,,-1.591483,,Right Foot,,,"[55.3, 24.5]",Ground Pass,14.503103,,,,,Marc Guehi,34526.0,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,21,England,768,['ca6d2293-1a70-4bf1-9b14-5cd3cf306ff6'],22,,,,,,,,,,,,,,,,,England,768,00:15:22.254,Pass,
221,,,,,,,,,,,,,,,,,0.461844,,,,,,,,,,,,,,ba9c7379-0b6e-4858-bae4-e99246186a37,716,,"[54.6, 24.0]",3930163,15,,,,1.2937088,,Right Foot,,,"[57.7, 34.9]",Ground Pass,11.332254,,,,,Declan Rice,3943.0,,,,,,1,Regular Play,Marc Guehi,34526.0,Left Center Back,21,England,768,['91f4ade3-c9ac-4392-bbec-3eb54d142806'],25,,,,,,,,,,,,,,,,,England,768,00:15:25.438,Pass,
222,,,,,,,,,,,,,,,,,1.168149,,,,,,,,,,,,,,12d61d52-f2f1-40d0-b117-87ef5fdc3423,720,,"[58.1, 34.9]",3930163,15,,,,2.071399,,Right Foot,,,"[45.9, 57.2]",Ground Pass,25.419086,,,,,Kyle Walker,3205.0,,,,,,1,Regular Play,Declan Rice,3943.0,Left Defensive Midfield,21,England,768,"['6cf689a9-1d78-4cbc-a545-f5f56f3e7463', '8cc4511e-c107-4614-89f5-83daad0739bf']",26,,,,,,,,,,,,,,,,,England,768,00:15:26.604,Pass,True
223,,,,,,,,,,,,,,,,,1.218944,,,,,,,,,,,,,,1410b35a-b5d0-4997-9978-b59367d91a60,723,,"[41.1, 77.5]",3930163,15,,,,-1.0750897,,Right Foot,,,"[48.4, 64.0]",Ground Pass,15.347313,,,,,Declan Rice,3943.0,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,21,England,768,['952be4b7-cbc8-47cc-bc6b-bbca4ea26bd8'],32,,,,,,,,,,,,,,,,,England,768,00:15:32.115,Pass,
224,,,,,,,,,,,,,,,,,0.991887,,,,,,,,,,,,,,8a01b3cf-8481-4217-a758-bb1569c0afdd,726,,"[48.4, 64.0]",3930163,15,,,,0.199244,,Right Foot,,,"[58.8, 66.1]",Ground Pass,10.609901,,,,,Jude Bellingham,30714.0,,,,,,1,Regular Play,Declan Rice,3943.0,Left Defensive Midfield,21,England,768,['7b9826fe-0c43-483b-9c89-b606051b20d6'],33,,,,,,,,,,,,,,,,,England,768,00:15:33.674,Pass,
225,,,,,,,,,,,,,,,,,1.182938,,,,,,,,,,,,,,3a163fc6-f07c-4e08-a99d-0789fc5c3814,729,,"[58.8, 66.1]",3930163,15,,,,2.4648557,,Right Foot,,,"[46.6, 75.9]",Ground Pass,15.648643,,,,,Kyle Walker,3205.0,,,,,,1,Regular Play,Jude Bellingham,30714.0,Center Attacking Midfield,21,England,768,['19e12cc6-80ef-4b01-a44b-503666230e5d'],34,,,,,,,,,,,,,,,,,England,768,00:15:34.737,Pass,
226,,,,,,,,,,,,,,,,,0.837174,,,,,,,,,,,,,,748ddda2-af0d-4edd-a87e-89053e132c2b,732,,"[47.3, 75.4]",3930163,15,,,,-1.6549345,,Right Foot,,,"[46.6, 67.1]",Ground Pass,8.329466,,,,,Declan Rice,3943.0,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,21,England,768,['eda3adb5-95e1-4e34-b942-6b41cf7dacbe'],36,,,,,,,,,,,,,,,,,England,768,00:15:36.891,Pass,
227,,,,,,,,,,,,,,,,,1.492707,,,,,,,,,,,,,,5b3d7a3e-8731-4183-af54-d4e2dd1dfa5f,735,,"[46.6, 67.1]",3930163,15,,,,-1.9097536,,Right Foot,,,"[41.1, 51.5]",Ground Pass,16.54116,,,,,John Stones,3244.0,,,,,,1,Regular Play,Declan Rice,3943.0,Left Defensive Midfield,21,England,768,['576fb3dc-8321-458b-a428-882723cbcd88'],39,,,,,,,,,,,,,,,,,England,768,00:15:39.000,Pass,
228,,,,,,,,,,,,,,,,,1.113555,,,,,,,,,,,,,,187295fe-e0cb-4690-b651-84f4eb4456d4,738,,"[54.9, 30.2]",3930163,15,,,,1.6489501,,Right Foot,,,"[53.6, 46.8]",Ground Pass,16.650826,,,,,Trent Alexander-Arnold,3664.0,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,21,England,768,['3a302f08-885a-48b0-9248-829cb33480e7'],46,,,,,,,,,,,,,,,,,England,768,00:15:46.516,Pass,
229,,,,,,,,,,,,,,,,,1.409918,,,,,,,,,,,,,,641435a6-5d6f-4f6c-a7d0-e56473664424,741,,"[53.6, 46.8]",3930163,15,,,,-1.7666652,,Right Foot,,,"[51.1, 34.2]",Ground Pass,12.845622,,,,,John Stones,3244.0,,,,,,1,Regular Play,Trent Alexander-Arnold,3664.0,Right Defensive Midfield,21,England,768,['e122b592-64a1-428f-939c-4add3f89eb94'],51,,,,,,,,,,,,,,,,,England,768,00:15:51.272,Pass,
230,,,,,,,,,,,,,,,,,1.787484,,,,,,,,,,,,,,d382b25b-f299-4e99-8d49-7ce2b1e96ad6,744,,"[53.6, 33.3]",3930163,15,,,,-1.0536284,,Right Foot,,,"[66.0, 11.5]",Ground Pass,25.079872,,,,,Marc Guehi,34526.0,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,21,England,768,['777a8e87-67c8-4818-94c6-74917b9bddbd'],54,,,,,,,,,,,,,,,,,England,768,00:15:54.746,Pass,
231,,,,,,,,,,,,,,,,,1.909331,,,,,,,,,,,,,,dbcc75b1-4f87-4bf7-884f-ebae085ccad6,748,,"[69.2, 15.5]",3930163,16,,,,2.4616838,,Right Foot,,,"[50.4, 30.7]",Ground Pass,24.176022,,,,,John Stones,3244.0,,,,,,1,Regular Play,Marc Guehi,34526.0,Left Center Back,21,England,768,"['261e22a6-069b-45c1-8192-915523358259', 'aff3ce67-dc3e-4d6e-9690-09b992b47515']",0,,,,,,,,,,,,,,,,,England,768,00:16:00.260,Pass,True
232,,,,,,,,,,,,,,,,,2.29777,,,,,,,,,,,,,,a2502c05-a361-4202-a9e4-890c92632580,751,,"[51.5, 40.1]",3930163,16,,,,-1.6052654,,Right Foot,,,"[50.8, 19.8]",Ground Pass,20.312065,,,,,Marc Guehi,34526.0,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,21,England,768,['4d059c83-53fc-4176-a1b3-e96bee3db4cb'],5,,,,,,,,,,,,,,,,,England,768,00:16:05.367,Pass,
233,,,,,,,,,,,,,,,,,0.855544,,,,,,,,,,,,,,5e33e970-c66a-413b-835a-263136b626b9,754,,"[49.4, 19.3]",3930163,16,,,,-0.43662715,,Right Foot,,,"[62.9, 13.0]",Ground Pass,14.897651,,,,,Phil Foden,4354.0,,,,,,1,Regular Play,Marc Guehi,34526.0,Left Center Back,21,England,768,['8911aabb-8ae3-458c-b65c-3a41da9d5655'],7,,,,,,,,,,,,,,,,,England,768,00:16:07.705,Pass,
234,,,,,,,,,,,,,,,,,1.8023,,,,,,,,,,,,,,a7f6d465-9b30-4698-8007-2a981a131345,758,,"[62.6, 14.1]",3930163,16,,,,2.7446518,,Left Foot,,,"[42.8, 22.4]",Ground Pass,21.46928,,,,,Marc Guehi,34526.0,,,,,,1,Regular Play,Phil Foden,4354.0,Left Wing,21,England,768,['be88557d-bcec-4554-a1ef-d271dd96b9f0'],9,,,,,,,,,,,,,,,,,England,768,00:16:09.351,Pass,
235,,,,,,,,,,,,,,,,,2.284629,,,,,,,,,,,,,,ec0c8408-2444-4d3e-8e20-eec046727925,761,,"[35.5, 25.5]",3930163,16,,,,2.6710722,,Right Foot,,,"[12.3, 37.3]",Ground Pass,26.028446,,,,,Jordan Pickford,3468.0,,,,,,1,Regular Play,Marc Guehi,34526.0,Left Center Back,21,England,768,['3b9ab8c6-3f24-41f5-be37-cafefe13896c'],12,,,,,,,,,,,,,,,,,England,768,00:16:12.117,Pass,
236,,,,,,,,,,,,,,,,,1.826437,,,,,,,,,,,,,,145b1a73-5f61-4a9f-9625-6b8fbf197d92,764,,"[17.5, 35.2]",3930163,16,,,,0.0,,Left Foot,,,"[62.9, 35.2]",High Pass,45.4,,,,,Jude Bellingham,30714.0,,,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,21,England,768,['16086018-d7a3-4512-94f8-e0ca95aec0dd'],20,,,,,,,,,,,,,,,,,England,768,00:16:20.470,Pass,
237,,,,,,,,,,,,,,,,,2.88413,,,,,,,,,,,,,,92360712-9635-48d6-a89c-d5ac7cd3390e,766,,"[62.9, 35.2]",3930163,16,,,,-0.16202857,,Head,,,"[83.7, 31.8]",High Pass,21.076054,,,Incomplete,,Harry Kane,10955.0,,,,,,1,Regular Play,Jude Bellingham,30714.0,Center Attacking Midfield,21,England,768,"['208642b3-7a76-4323-a718-f508fb97971c', 'd77f5798-0f86-4e91-8238-202215f86a6c']",22,,,,,,,,,,,,,,,,,England,768,00:16:22.337,Pass,
238,,,,,,,,,,,,,,,,,2.716808,,,,,,,,,,,,,,d77f5798-0f86-4e91-8238-202215f86a6c,768,,"[36.4, 48.3]",3930163,16,,,,-0.7853982,,Right Foot,,,"[57.5, 27.2]",High Pass,29.839907,,,,,Filip Kostić,5591.0,,,,,Recovery,1,Regular Play,Milos Veljkovic,6321.0,Right Center Back,21,England,768,"['92360712-9635-48d6-a89c-d5ac7cd3390e', 'd0aa95a7-fc79-4edc-acf7-fd981d57196c']",25,,,,,,,,,,,,,,,,,Serbia,786,00:16:25.221,Pass,
239,,,,,,,,,,,,,,,,,1.4197,,,,,,,,,,,,,,98503b81-24c9-4346-a2d0-12a7bda5fedf,770,,"[57.2, 26.5]",3930163,16,,,,0.02889369,,Head,,,"[74.5, 27.0]",High Pass,17.307224,,,Incomplete,,Aleksandar Mitrović,4269.0,,,,,,1,Regular Play,Filip Kostić,5591.0,Left Wing Back,21,England,768,"['45e72805-efe8-46e3-ba20-2a6b4d89c907', '801d5401-29f8-4018-a9fa-ecdeee7365da']",27,,,,,,,,,,,,,,,,,Serbia,786,00:16:27.938,Pass,
240,,,,,,,,,,,,,,,,,2.199829,,,,,,,,,,,,,,45e72805-efe8-46e3-ba20-2a6b4d89c907,772,,"[45.6, 53.1]",3930163,16,,,,1.4884586,,Head,,,"[47.3, 73.7]",Low Pass,20.670027,,,,,Kyle Walker,3205.0,,,,,Recovery,1,Regular Play,John Stones,3244.0,Right Center Back,21,England,768,"['98503b81-24c9-4346-a2d0-12a7bda5fedf', 'd58cf7e6-f0b7-4628-b02c-9eb22e62aff3']",29,,,,,,,,,,,,,,,,,England,768,00:16:29.357,Pass,
241,,,,,,,,,,,,,,,,,1.271343,,,,,,,,,,,,,,efb0cba4-baee-4f0d-baea-0b9b81723a6c,775,,"[48.4, 75.4]",3930163,16,,,,0.105377436,,Right Foot,,,"[58.8, 76.5]",Ground Pass,10.458012,,,,,Bukayo Saka,22084.0,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,21,England,768,['b0cd2b67-93e4-4941-a667-044f20d98757'],32,,,,,,,,,,,,,,,,,England,768,00:16:32.439,Pass,
242,,,,,,,,,,,,,,,,,1.143202,,,,,,,,,,,,,,28c8c801-9390-4cb4-8f32-84a37e3ad398,778,,"[58.8, 73.3]",3930163,16,,,,-2.7042549,,Right Foot,,,"[51.1, 69.7]",Ground Pass,8.5,,,,,Trent Alexander-Arnold,3664.0,,,,,,1,Regular Play,Bukayo Saka,22084.0,Right Wing,21,England,768,['1e5e042a-b27a-492c-8d5d-b31301035055'],34,,,,,,,,,,,,,,,,,England,768,00:16:34.485,Pass,
243,,,,,,,,,,,,,,,,,0.851099,,,,,,,,,,,,,,cea521c0-7f2b-4eb4-bc64-98177e8c935a,781,,"[52.5, 68.7]",3930163,16,,,,-0.95054686,,Right Foot,,,"[57.0, 62.4]",Ground Pass,7.7420926,,,,,Bukayo Saka,22084.0,,,,,,1,Regular Play,Trent Alexander-Arnold,3664.0,Right Defensive Midfield,21,England,768,['5399e981-634c-4b61-bd55-4b21304914b4'],36,,,,,,,,,,,,,,,,,England,768,00:16:36.381,Pass,
244,,,,,,,,,,,,,,,,,1.189628,,,,,,,,,,,,,,b387d61b-4c34-498f-8153-13fe9863ef3a,784,,"[56.7, 59.8]",3930163,16,,,,-2.200114,,Right Foot,,,"[48.4, 48.4]",Ground Pass,14.1014185,,,,,Declan Rice,3943.0,,,,,,1,Regular Play,Bukayo Saka,22084.0,Right Wing,21,England,768,['1555d4c7-a565-4bc0-9a78-9c6806cbbbc0'],37,,,,,,,,,,,,,,,,,England,768,00:16:37.277,Pass,
245,,,,,,,,,,,,,,,,,0.72882,,,,,,,,,,,,,,7be42bcd-3865-4479-b7d8-ee810f01dbaf,787,,"[52.9, 44.8]",3930163,16,,,,-0.8221463,,Right Foot,,,"[66.0, 30.7]",Ground Pass,19.246298,,,,,Phil Foden,4354.0,,,,,,1,Regular Play,Declan Rice,3943.0,Left Defensive Midfield,21,England,768,['bf5479c6-9471-40c5-9ccf-cc5b77c27bff'],39,,,,,,,,,,,,,,,,,England,768,00:16:39.551,Pass,
246,,,,,,,,,,,,,,,,,0.49737,,,,,,,,,,,,,,7d9b873f-4e7f-4825-900a-45166a88c187,790,,"[66.0, 30.7]",3930163,16,,,,0.72219133,,Left Foot,,,"[70.2, 34.4]",Ground Pass,5.5973206,,,Incomplete,,Jude Bellingham,30714.0,,,,,,1,Regular Play,Phil Foden,4354.0,Left Wing,21,England,768,"['06b886d1-a6c5-4091-8dbf-8d7e89bdb65a', '3dc1c795-82f2-4ffb-946d-6b80575ea2aa']",40,,,,,,,,,,,,,,,,,England,768,00:16:40.400,Pass,
247,,,,,,,,,,,,,,,,,1.66725,,,,,,,,,,,,,,fc95b9c5-896f-4541-b35b-afceb4f2f429,795,,"[56.0, 37.0]",3930163,16,,,,-1.0930651,,Right Foot,,,"[63.3, 22.9]",Ground Pass,15.877657,,,,,Phil Foden,4354.0,,,,,,1,Regular Play,Declan Rice,3943.0,Left Defensive Midfield,21,England,768,['a1c03d40-9032-460f-93f8-62db7033ac20'],44,,,,,,,,,,,,,,,,,England,768,00:16:44.698,Pass,
248,,,,,,,,,,,,,,,,,0.849965,,,,,,,,,,,,,,978f43a3-3006-4144-b504-4356fba813b8,798,,"[64.6, 20.3]",3930163,16,,,,0.4729066,,Left Foot,,,"[77.5, 26.9]",Ground Pass,14.490341,,,,,Jude Bellingham,30714.0,,,,,,1,Regular Play,Phil Foden,4354.0,Left Wing,21,England,768,['b6973714-b78e-4915-aaba-8f7c98dceb1d'],46,,,,,,,,,,,,,,,,,England,768,00:16:46.952,Pass,
249,,,,,,,,,,,,,,,,,0.809925,,,,,,,,,,,,,,eae485a9-999e-4441-bdd5-8f942749d87f,801,,"[77.8, 26.9]",3930163,16,,,,-2.4468544,,Right Foot,,,"[71.2, 21.4]",Ground Pass,8.591274,,,,,Phil Foden,4354.0,,,,,,1,Regular Play,Jude Bellingham,30714.0,Center Attacking Midfield,21,England,768,['44af789b-7cff-4176-9164-1d17d27bf549'],47,,,,,,,,,,,,,,,,,England,768,00:16:47.862,Pass,
250,,,,,,,,,,,,,,,,,1.090808,,,,,,,,,,,,,,37da441b-32c6-45c8-b36f-f0fa84a5a219,804,,"[71.2, 21.4]",3930163,16,,,,-0.7853982,,Left Foot,,,"[86.8, 5.8]",Ground Pass,22.061731,,,,,Kieran Trippier,3308.0,,,,,,1,Regular Play,Phil Foden,4354.0,Left Wing,21,England,768,['7740d600-1ff3-453c-9ac3-98df74fcab5b'],49,,,,,,,,,,,,,,,,,England,768,00:16:49.307,Pass,
