,50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,65f809e6-a1b3-41d5-b95f-d5728ea508e9,1,,,,3930181,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England,768,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3468, 'name': 'Jordan Pickford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 34526, 'name': 'Marc Guehi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 29399, 'name': 'Conor Gallagher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3943, 'name': 'Declan Rice'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 22084, 'name': 'Bukayo Saka'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 30714, 'name': 'Jude Bellingham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 4354, 'name': 'Phil Foden'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",England,768,00:00:00.000,Starting XI,
1,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ae40226c-ca25-491f-9e78-67f4ae221df0,2,,,,3930181,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England,768,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 137487, 'name': 'Žan Karničnik'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 205932, 'name': 'Vanja Drkušić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 16047, 'name': 'Jaka Bijol'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 28211, 'name': 'Erik Janža'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 31968, 'name': 'Adam Gnezda Čerin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 15896, 'name': 'Timi Elšnik'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 16528, 'name': 'Petar Stojanović'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 31089, 'name': 'Jan Mlakar'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 31866, 'name': 'Andraž Šporar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 38759, 'name': 'Benjamin Šeško'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Slovenia,944,00:00:00.000,Starting XI,
2,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a6c4f1a3-2bad-48eb-97f1-d59133157684,3,,,,3930181,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England,768,['c8dfe1fb-fe97-4a43-9794-b7c75e2e8d8c'],0,,,,,,,,,,,,,,,,,England,768,00:00:00.000,Half Start,
3,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c8dfe1fb-fe97-4a43-9794-b7c75e2e8d8c,4,,,,3930181,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,England,768,['a6c4f1a3-2bad-48eb-97f1-d59133157684'],0,,,,,,,,,,,,,,,,,Slovenia,944,00:00:00.000,Half Start,
4,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a5949204-9f5f-4e1e-9c22-c3e2a5e660cc,1922,,,,3930181,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,68,England,768,['02353d95-ba17-441d-a6a6-bc731f54472c'],0,,,,,,,,,,,,,,,,,England,768,00:00:00.000,Half Start,
5,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,02353d95-ba17-441d-a6a6-bc731f54472c,1923,,,,3930181,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,68,England,768,['a5949204-9f5f-4e1e-9c22-c3e2a5e660cc'],0,,,,,,,,,,,,,,,,,Slovenia,944,00:00:00.000,Half Start,
6,,,,,,,,,,,,,,,,,,2.477005,,,,,,,,,,,,,f6ef150f-487d-4c7e-943f-580ef34f00d9,5,,,"[61.0, 40.1]",3930181,0,,,,3.0584514,,Left Foot,,,"[28.6, 42.8]",Ground Pass,32.512306,,,,,Jordan Pickford,3468.0,,,,,,Kick Off,1,From Kick Off,Phil Foden,4354.0,Left Wing,2,England,768,['840a7c3b-33a1-4e26-a0c9-0c33e68dd348'],1,,,,,,,,,,,,,,,,,England,768,00:00:01.404,Pass,
7,,,,,,,,,,,,,,,,,,3.983493,,,,,,,,,,,,,963b1ba6-67e0-49b2-80cd-4ffc17b22d88,8,,,"[29.9, 44.9]",3930181,0,,,,0.18488131,,Left Foot,,,"[94.6, 57.0]",High Pass,65.82173,,,Incomplete,,Harry Kane,10955.0,,,,,,,1,From Kick Off,Jordan Pickford,3468.0,Goalkeeper,2,England,768,"['aaa1c5a8-3e98-4e9f-9717-ae50526d8ee0', 'c24fb30b-bd8f-4db9-88a9-141bc448fd72']",3,,,,,,,,,,,,,,,,,England,768,00:00:03.906,Pass,
8,,,,,,,,,,,,,,,,,,2.780105,,,,,,,,,,,,,c24fb30b-bd8f-4db9-88a9-141bc448fd72,10,,,"[25.5, 23.1]",3930181,0,,,,0.0027472458,,Head,,,"[61.9, 23.2]",High Pass,36.40014,,,Incomplete,,Benjamin Šeško,38759.0,,,,,,Recovery,1,From Kick Off,Jaka Bijol,16047.0,Left Center Back,2,England,768,"['3ff571dd-928f-4a6a-a7f4-6a85857a45bb', '6e27865d-dade-4e79-a95a-5162c210bc8e', '963b1ba6-67e0-49b2-80cd-4ffc17b22d88']",7,,,,,,,,,,,,,,,,,Slovenia,944,00:00:07.890,Pass,
9,,,,,,,,,,,,,,,,,,1.176844,,,,,,,,,,,,,6e27865d-dade-4e79-a95a-5162c210bc8e,12,,,"[58.2, 56.9]",3930181,0,,,,1.8195063,,Head,,,"[55.0, 69.5]",Low Pass,13.0,,,,,Kyle Walker,3205.0,,,,,,Recovery,1,From Kick Off,John Stones,3244.0,Right Center Back,2,England,768,"['c24fb30b-bd8f-4db9-88a9-141bc448fd72', 'e0cbb3db-8f52-4d8a-802c-280c6a5ec12c']",10,,,,,,,,,,,,,,,,,England,768,00:00:10.670,Pass,
10,,,,,,,,,,,,,,,,,,1.869839,,,,,,,,,,,,,5c899c0c-40f4-4a8b-b5fb-f74e25779751,15,,,"[46.6, 72.9]",3930181,0,,,,-1.8590666,,Right Foot,,,"[37.2, 41.2]",Ground Pass,33.06433,,,,,Marc Guehi,34526.0,,,,,,,1,From Kick Off,Kyle Walker,3205.0,Right Back,2,England,768,['805004db-ad4c-42c0-8564-27ec509ca3e5'],15,,,,,,,,,,,,,,,,,England,768,00:00:15.686,Pass,
11,,,,,,,,,,,,,,,,,,1.88853,,,,,,,,,,,,,64188d34-bfa8-4380-a58e-8cef4dc32ca7,18,,,"[37.8, 40.4]",3930181,0,,,,-1.2677158,,Right Foot,,,"[46.9, 11.3]",Ground Pass,30.48967,,,,,Kieran Trippier,3308.0,,,,,,,1,From Kick Off,Marc Guehi,34526.0,Left Center Back,2,England,768,['8186603d-7aa0-474c-b93e-022a038e97b1'],18,,,,,,,,,,,,,,,,,England,768,00:00:18.420,Pass,
12,,,,,,,,,,,,,,,,,,1.100539,,,,,,,,,,,,,f10e1b2e-c8e3-4049-aca7-2308f4c535a9,21,,,"[51.1, 9.4]",3930181,0,,,,-0.47689188,,Right Foot,,,"[63.1, 3.2]",Ground Pass,13.507035,,,,,Phil Foden,4354.0,,,,,,,1,From Kick Off,Kieran Trippier,3308.0,Left Back,2,England,768,['11ab97a3-2333-47c3-a313-dd56a788e2e6'],20,,,,,,,,,,,,,,,,,England,768,00:00:20.821,Pass,
13,,,,,,,,,,,,,,,,,,0.987936,,,,,,,,,,,,,a10f9803-81a9-42b6-8cbb-599fd35005da,24,,,"[59.8, 4.2]",3930181,0,,,,2.1641464,,Left Foot,,,"[54.0, 12.8]",Ground Pass,10.373042,,,,,Kieran Trippier,3308.0,,,,,,,1,From Kick Off,Phil Foden,4354.0,Left Wing,2,England,768,['cb91ef15-6362-4175-abd6-a9cfbdfd31e2'],23,,,,,,,,,,,,,,,,,England,768,00:00:23.121,Pass,
14,,,,,,,,,,,,,,,,,,1.164782,,,,,,,,,,,,,47c01467-a258-4ad1-8e15-df7fba21ba7e,28,,,"[51.7, 13.9]",3930181,0,,,,2.2597208,,Right Foot,,,"[39.1, 29.2]",Ground Pass,19.820444,,,,,Marc Guehi,34526.0,,,,,,,1,From Kick Off,Kieran Trippier,3308.0,Left Back,2,England,768,"['9cf93689-755e-4eb1-8f1c-05882a10f152', 'bec4241e-4cb2-4b04-b3b2-97e936d49e23']",25,,,,,,,,,,,,,,,,,England,768,00:00:25.316,Pass,True
15,,,,,,,,,,,,,,,,,,1.341969,,,,,,,,,,,,,231039df-3317-46c1-b07d-e278e7d54c4b,31,,,"[42.5, 32.2]",3930181,0,,,,1.5474361,,Right Foot,,,"[43.0, 53.6]",Ground Pass,21.40584,,,,,John Stones,3244.0,,,,,,,1,From Kick Off,Marc Guehi,34526.0,Left Center Back,2,England,768,['d931029b-449b-42d1-90dc-288c81850cbd'],28,,,,,,,,,,,,,,,,,England,768,00:00:28.435,Pass,
16,,,,,,,,,,,,,,,,,,1.264696,,,,,,,,,,,,,cb3944ca-7876-4f1f-b2df-e60acd076478,34,,,"[43.7, 54.8]",3930181,0,,,,-1.7366991,,Right Foot,,,"[40.1, 33.3]",Ground Pass,21.799313,,,,,Marc Guehi,34526.0,,,,,,,1,From Kick Off,John Stones,3244.0,Right Center Back,2,England,768,['a2504aa7-29eb-4031-b592-f49ec667d281'],32,,,,,,,,,,,,,,,,,England,768,00:00:32.733,Pass,
17,,,,,,,,,,,,,,,,,,1.012676,,,,,,,,,,,,,7484c272-a3e2-426b-ba90-44c821411589,37,,,"[41.1, 30.7]",3930181,0,,,,-0.76101273,,Right Foot,,,"[47.4, 24.7]",Ground Pass,8.7,,,,,Kieran Trippier,3308.0,,,,,,,1,From Kick Off,Marc Guehi,34526.0,Left Center Back,2,England,768,['d7cdf9b2-8c08-44b4-b75f-19de9bb7d161'],35,,,,,,,,,,,,,,,,,England,768,00:00:35.802,Pass,
18,,,,,,,,,,,,,,,,,,0.53698,,,,,,,,,,,,,d045424b-e457-4d8c-9672-36dc17e19dc3,40,,,"[51.9, 14.4]",3930181,0,,,,-1.1958046,,Right Foot,,,"[55.6, 5.0]",Ground Pass,10.10198,,,,,Jude Bellingham,30714.0,,,,,,,1,From Kick Off,Kieran Trippier,3308.0,Left Back,2,England,768,['cfc274ee-e37c-4fe5-ade6-cf017d8dfcb6'],37,,,,,,,,,,,,,,,,,England,768,00:00:37.972,Pass,
19,,,,,,,,,,,,,,,,,,2.621612,,,,,,,,,,,,,bc85c227-2502-4377-8c88-0ab3f3d10079,44,,,"[36.5, 13.4]",3930181,0,,,,2.2605462,,Right Foot,,,"[12.0, 43.1]",Ground Pass,38.501167,,,,,Jordan Pickford,3468.0,,,,,,,1,From Kick Off,Jude Bellingham,30714.0,Center Attacking Midfield,2,England,768,"['8b6dda15-54f4-4eb7-b899-d5fba0ce23ca', 'addca0b1-c278-47ad-bd67-c45aaa2cd7dc']",41,,,,,,,,,,,,,,,,,England,768,00:00:41.560,Pass,True
20,,,,,,,,,,,,,,,,,,0.953933,,,,,,,,,,,,,46c3a2c2-d596-44ef-8d79-959f2236d1f6,47,,,"[14.2, 46.2]",3930181,0,,,,1.091686,,Left Foot,,,"[22.2, 61.6]",Ground Pass,17.353962,,,,,John Stones,3244.0,,,,,,,1,From Kick Off,Jordan Pickford,3468.0,Goalkeeper,2,England,768,['ce982507-2f0c-4027-8dba-782e81ec6d74'],45,,,,,,,,,,,,,,,,,England,768,00:00:45.314,Pass,
21,,,,,,,,,,,,,,,,,,1.79203,,,,,,,,,,,,,7f707923-7d42-4455-8989-617930bcc7c9,51,,,"[23.3, 59.9]",3930181,0,,,,-1.9785178,,Right Foot,,,"[14.1, 38.6]",Ground Pass,23.201939,,,,,Jordan Pickford,3468.0,,,,,,,1,From Kick Off,John Stones,3244.0,Right Center Back,2,England,768,"['944752b2-be45-4969-a37d-1da0ac33f84a', 'd1e8151d-035c-41be-b83e-889c86f3cf72']",47,,,,,,,,,,,,,,,,,England,768,00:00:47.716,Pass,True
22,,,,,,,,,,,,,,,,,,1.158942,,,,,,,,,,,,,985314a5-d8b1-4d0f-b69f-d7ba5cc0e772,54,,,"[22.8, 33.1]",3930181,0,,,,-1.5335002,,Left Foot,,,"[23.3, 19.7]",Ground Pass,13.409325,,,,,Marc Guehi,34526.0,,,,,,,1,From Kick Off,Jordan Pickford,3468.0,Goalkeeper,2,England,768,['8f543d87-6398-48b4-8c97-2ef27ac00d82'],51,,,,,,,,,,,,,,,,,England,768,00:00:51.851,Pass,
23,,,,,,,,,,,,,,,,,,1.008151,,,,,,,,,,,,,ef35ecd8-ddc2-493f-94bf-edd4f2824180,57,,,"[27.2, 17.0]",3930181,0,,,,1.3613168,,Left Foot,,,"[29.9, 29.7]",Ground Pass,12.983836,,,,,Declan Rice,3943.0,,,,,,,1,From Kick Off,Marc Guehi,34526.0,Left Center Back,2,England,768,['471e66d0-28cd-4c31-8dde-ae158e8e42e1'],55,,,,,,,,,,,,,,,,,England,768,00:00:55.743,Pass,
24,,,,,,,,,,,,,,,,,,1.266836,,,,,,,,,,,,,4b8f853e-6fc7-40fc-9c0e-61c444cc19e4,61,,,"[28.5, 30.5]",3930181,0,,,,2.8599734,,Right Foot,,,"[12.6, 35.1]",Ground Pass,16.55204,,,,,Jordan Pickford,3468.0,,,,,,,1,From Kick Off,Declan Rice,3943.0,Left Defensive Midfield,2,England,768,"['2cb36561-2f40-4860-b47d-0b4f60a9c80b', 'b551cc3b-13ac-42c5-b86b-d022e17b7862']",57,,,,,,,,,,,,,,,,,England,768,00:00:57.245,Pass,True
25,,,,,,,,,,,,,,,,,,1.6324,,,,,,,,,,,,,5d7be181-b958-45fd-8ee4-71f0f0ebff4f,64,,,"[13.0, 35.5]",3930181,0,,,,1.3516825,,Left Foot,,,"[18.3, 59.3]",Ground Pass,24.382986,,,,,John Stones,3244.0,,,,,,,1,From Kick Off,Jordan Pickford,3468.0,Goalkeeper,2,England,768,['67e8374a-7826-4e65-a5ba-dc4905d3f346'],59,,,,,,,,,,,,,,,,,England,768,00:00:59.898,Pass,
26,,,,,,,,,,,,,,,,,,1.922223,,,,,,,,,,,,,65fc8768-ae49-40bb-9b57-b7962924dc30,67,,,"[21.4, 58.0]",3930181,1,,,,-1.3357043,,Right Foot,,,"[29.4, 24.6]",Ground Pass,34.344723,,,,,Marc Guehi,34526.0,,,,,,,1,From Kick Off,John Stones,3244.0,Right Center Back,2,England,768,['2ddb2329-7b1d-443b-a6a5-8e171706ac4e'],4,,,,,,,,,,,,,,,,,England,768,00:01:04.074,Pass,
27,,,,,,,,,,,,,,,,,,0.757851,,,,,,,,,,,,,6caf227b-cb05-4b2c-9168-2e8ead4d1aa8,70,,,"[41.7, 26.0]",3930181,1,,,,0.124354996,,Right Foot,,,"[53.7, 27.5]",Ground Pass,12.093387,,,,,Jude Bellingham,30714.0,,,,,,,1,From Kick Off,Marc Guehi,34526.0,Left Center Back,2,England,768,['ce88309e-9161-40ee-aef4-139df37d4dcf'],9,,,,,,,,,,,,,,,,,England,768,00:01:09.144,Pass,
28,,,,,,,,,,,,,,,,,,0.831121,,,,,,,,,,,,,97b298b8-0150-479a-accf-ecabf41472cf,74,,,"[48.5, 26.7]",3930181,1,,,,2.5372872,,Right Foot,,,"[40.1, 32.5]",Ground Pass,10.20784,,,,,Declan Rice,3943.0,,,,,,,1,From Kick Off,Jude Bellingham,30714.0,Center Attacking Midfield,2,England,768,['cdb8f7b6-0edf-4cb8-b5fd-d77bcb90826d'],10,,,,,,,,,,,,,,,,,England,768,00:01:10.924,Pass,
29,,,,,,,,,,,,,,,,,,2.176239,,,,,,,,,,,,,6352692a-ade7-4540-96c6-0114175aed5a,78,,,"[38.8, 33.6]",3930181,1,,,,-2.6027732,,Right Foot,,,"[20.4, 22.6]",Ground Pass,21.437351,,,,,Marc Guehi,34526.0,,,,,,,1,From Kick Off,Declan Rice,3943.0,Left Defensive Midfield,2,England,768,"['3562ec0e-d900-4565-928f-f0047742f3ce', 'ea05c63f-c0e6-4a59-9a89-10bb8534700d']",11,,,,,,,,,,,,,,,,,England,768,00:01:11.887,Pass,True
30,,,,,,,,,,,,,,,,,,1.98641,,,,,,,,,,,,,e5120efa-c417-4900-88a8-b82d45edcb4b,82,,,"[18.3, 6.1]",3930181,1,,,,0.33721793,,Left Foot,,,"[51.1, 17.6]",High Pass,34.757587,,,Incomplete,,Harry Kane,10955.0,,,,,,,1,From Kick Off,Marc Guehi,34526.0,Left Center Back,2,England,768,"['8762ae2f-13ba-4358-b0b7-bb40bbff171c', 'c8298b79-6a95-49ea-98ba-3b228813d361']",17,,,,,,,,,,,,,,,,,England,768,00:01:17.119,Pass,
31,,,,,,,,,,,,,,,,,,1.75163,,,,,,,,,,,,,c8298b79-6a95-49ea-98ba-3b228813d361,84,,,"[69.0, 62.5]",3930181,1,,,,-2.5767877,,Head,,,"[48.8, 49.7]",Low Pass,23.914013,,,,,Jaka Bijol,16047.0,,,,,,Recovery,1,Regular Play,Timi Elšnik,15896.0,Left Defensive Midfield,3,Slovenia,944,"['e5120efa-c417-4900-88a8-b82d45edcb4b', 'ec6cd2c6-378a-41c4-8ea2-0509a24a260a']",19,,,,,,,,,,,,,,,,,Slovenia,944,00:01:19.106,Pass,
32,,,,,,,,,,,,,,,,,,2.332916,,,,,,,,,,,,,000d8076-4dba-4f73-b67a-f89c19709d26,88,,,"[40.7, 43.9]",3930181,1,,,,3.0947518,,Right Foot,,,"[8.7, 45.4]",Ground Pass,32.035137,,,,,Jan Oblak,6378.0,,,,,,,1,Regular Play,Jaka Bijol,16047.0,Left Center Back,3,Slovenia,944,"['3c1e8679-8b04-45c7-90d6-3365ea0f68a6', '790463c4-cdf4-46d2-9ad4-3c4fb63d916b']",22,,,,,,,,,,,,,,,,,Slovenia,944,00:01:22.835,Pass,True
33,,,,,,,,,,,,,,,,,,2.148808,,,,,,,,,,,,,59a9594a-e1dd-4095-a47f-2e5e67b23ce4,92,,,"[8.1, 45.0]",3930181,1,,,,1.1993972,,Right Foot,,,"[19.2, 73.5]",Ground Pass,30.58529,,,,,Žan Karničnik,137487.0,,,,,,,1,Regular Play,Jan Oblak,6378.0,Goalkeeper,3,Slovenia,944,"['99405a21-5f66-4fcd-9786-3756aa6cbaf3', 'b897c8bd-e94f-42ef-9969-bc16a9b11531']",26,,,,,,,,,,,,,,,,,Slovenia,944,00:01:26.303,Pass,True
34,,,,,,,,,,,,,,,,,,2.180495,,,,,,,,,,,,,f01a4f9e-ba69-4912-9452-c6be4e3bce3d,96,,,"[2.4, 67.2]",3930181,1,,,,-0.06422025,,Right Foot,,,"[33.5, 65.2]",High Pass,31.164242,,,Incomplete,,Adam Gnezda Čerin,31968.0,,,,,,,1,Regular Play,Žan Karničnik,137487.0,Right Back,3,Slovenia,944,"['b4de6c05-20a0-47a7-802e-76561746f62f', 'b8feb9ca-f4d8-45c5-9e3c-fd64d5d5b7c9']",31,,,,,,,,,,,,,,,,,Slovenia,944,00:01:31.361,Pass,
35,,,,,,,,,,,,,,,,,,1.662783,,,,,,,,,,,,,b4de6c05-20a0-47a7-802e-76561746f62f,99,,,"[86.6, 14.9]",3930181,1,,,True,0.4286215,,,,,"[101.7, 21.8]",High Pass,16.601807,,,Incomplete,,Harry Kane,10955.0,,,,,,Recovery,1,Regular Play,Kieran Trippier,3308.0,Left Back,3,Slovenia,944,"['1f0f74bd-7fbf-4d1d-bbcb-8a03dc9ad5b6', 'd47316d5-0df8-42e2-9d7d-127cee9bb635', 'f01a4f9e-ba69-4912-9452-c6be4e3bce3d', 'fd1b43c9-ebda-43d2-8d3b-313205d1bbe2']",33,,,,,,,,,,,,,,,,,England,768,00:01:33.542,Pass,True
36,,,,,,,,,,,,,,,,,,0.86478,,,,,,,,,,,,,1f0f74bd-7fbf-4d1d-bbcb-8a03dc9ad5b6,101,,,"[18.4, 58.3]",3930181,1,,,,0.5897756,,Head,,,"[31.4, 67.0]",Low Pass,15.6425705,,,Incomplete,,Petar Stojanović,16528.0,,,,,,Recovery,1,Regular Play,Vanja Drkušić,205932.0,Right Center Back,3,Slovenia,944,"['1c673b74-f169-4656-8065-183f356415f1', '64c0f265-1c8c-472c-a7f0-ff1f549c3c3b', 'b4de6c05-20a0-47a7-802e-76561746f62f']",35,,,,,,,,,,,,,,,,,Slovenia,944,00:01:35.205,Pass,
37,,,,,,,,,,,,,,,,,,0.83154,,,,,,,,,,,,,1fa793da-35e7-44e8-a39f-25355aa58c02,105,,,"[82.9, 6.9]",3930181,1,,,,-2.6476512,,No Touch,,,"[80.3, 5.5]",Ground Pass,2.9529645,,True,,,Kieran Trippier,3308.0,,,,,,,1,Regular Play,Declan Rice,3943.0,Left Defensive Midfield,4,England,768,['df33a6b4-cf3f-4747-a41d-9db4d14c031a'],37,,,,,,,,,,,,,,,,,England,768,00:01:37.168,Pass,
38,,,,,,,,,,,,,,,,,,0.40157,,,,,,,,,,,,,be5ee27e-5533-4831-942b-da5a17dfa1ad,109,,,"[77.6, 5.2]",3930181,1,,,,0.8675657,,Right Foot,,,"[81.5, 9.8]",Ground Pass,6.0307546,,,,,Declan Rice,3943.0,,,,,,,1,Regular Play,Kieran Trippier,3308.0,Left Back,4,England,768,"['686f0aa8-0eed-4631-bd75-04ea05f34945', 'a2a16611-70cf-40c1-ad26-5b6a732ee755']",38,,,,,,,,,,,,,,,,,England,768,00:01:38.272,Pass,True
39,,,,,,,,,,,,,,,,,,3.264711,,,,,,,,,,,,,5ca4c71f-a0a6-42b6-a25e-72cd9f306d9b,114,,,"[86.6, 3.2]",3930181,1,,,,0.30587888,,Right Foot,,,"[117.0, 12.8]",Ground Pass,31.879774,,,,,Phil Foden,4354.0,,,,,,Recovery,1,Regular Play,Kieran Trippier,3308.0,Left Back,4,England,768,['bcc91525-95c5-4050-bf19-b31d24a0b3e7'],41,,,,,,,,,,,,,,,,,England,768,00:01:41.989,Pass,
40,,,,,,,,,,,,,,,,,,3.329471,,,,,,,,,,,,,5fca94a7-eb4e-43c6-b9da-533304a29e56,119,,,"[6.0, 44.9]",3930181,2,True,,,0.031291265,,Right Foot,,,"[66.7, 46.8]",High Pass,60.72973,,,,,Benjamin Šeško,38759.0,,,,,,Goal Kick,1,From Goal Kick,Jan Oblak,6378.0,Goalkeeper,5,Slovenia,944,['d662fb66-2dfd-4f36-8544-fa53b046d361'],10,,,,,,,,,,,,,,,,,Slovenia,944,00:02:10.134,Pass,
41,,,,,,,,,,,,,,,,,,0.96397,,,,,,,,,,,,,f86f87d5-c5ac-486c-a0f2-14d285384236,121,,,"[66.7, 46.8]",3930181,2,,,,-0.022896761,,Head,,,"[79.8, 46.5]",Low Pass,13.103435,,,,,Andraž Šporar,31866.0,,,,,,,1,From Goal Kick,Benjamin Šeško,38759.0,Left Center Forward,5,Slovenia,944,['6d8fb09d-c66a-4a37-a9d6-e28d52eae72e'],13,,,,,,,,,,,,,,,,,Slovenia,944,00:02:13.464,Pass,
42,,,,,,,,,,,,,,,,,,0.656766,,,,,,,,,,,,,bc3ab827-504a-487f-8b3e-bef75e64a565,123,,,"[79.8, 46.8]",3930181,2,,,,-0.012499349,,Head,,,"[87.8, 46.7]",Low Pass,8.000625,,,,,Petar Stojanović,16528.0,,,,,,,1,From Goal Kick,Andraž Šporar,31866.0,Right Center Forward,5,Slovenia,944,['d8c9572d-9ed5-4006-9e7d-51da7d2c9b5a'],14,,,,,,,,,,,,,,,,,Slovenia,944,00:02:14.428,Pass,
43,,,,,,,,,,,,,,,,,,0.20939,,,,,,,,,,,,,3efb8ebc-2154-4bcf-bafd-c1a27b704b38,128,,,"[27.8, 46.0]",3930181,2,,,,-2.9562447,,Right Foot,,,"[24.6, 45.4]",Low Pass,3.255764,,,Incomplete,,Jordan Pickford,3468.0,,,,,,Recovery,1,From Goal Kick,Kyle Walker,3205.0,Right Back,5,Slovenia,944,"['078e7717-ecb1-4c68-ac8d-a7dfb2cbc6a4', '1f96a4ff-4bd0-4f18-951a-a66a421a9d40', 'f4b944ad-aeaf-48a8-ac7c-7faa24afed0a']",17,,,,,,,,,,,,,,,,,England,768,00:02:17.086,Pass,True
44,,,,,,,,,,,,,,,,,,4.110412,,,,,,,,,,,,,129e9cba-2fb7-4028-b487-7089858811eb,131,,,"[7.0, 46.0]",3930181,2,True,,,0.18029903,,Right Foot,,,"[86.0, 60.4]",High Pass,80.30168,,,Incomplete,,Harry Kane,10955.0,,,,,,Goal Kick,1,From Goal Kick,Jordan Pickford,3468.0,Goalkeeper,6,England,768,"['518fbeb5-6c3c-4a53-aa81-a1875b97dcc1', 'ba8037d5-3e44-4880-bd6c-cd260018a90d']",53,,,,,,,,,,,,,,,,,England,768,00:02:53.531,Pass,
